id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-723510,Departamento en alquiler en Flores - 4 ambientes,Flores,Departamento,Consultar,,86 m²,,4,3.0,2.0,51,No,Sí,,-34.631011534311554,-58.46458262662429,03/05/2024
A-866096,Departamento en alquiler en Boedo - 4 ambientes,Boedo,Departamento,1.357.000,,78 m²,78.0,4,3.0,3.0,7,Sí,No,,-34.62237469752664,-58.426169059998195,21/06/2025
A-374873,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,1.066.000,146037.0,63 m²,63.0,3 amb.,2.0,1.0,36 años,Sí,No,,-34.61058095911054,-58.42606504042066,07/12/2024
A-251619,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.116.000,,71 m²,71.0,3 amb.,2.0,2.0,15,No,No,,-34.583256453706454,-58.401733225297754,17/05/2025
A-180008,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,$ 1000,150198.0,81 m²,81.0,3,2.0,1.0,3,No,Sí,,-34.58817342725054,-58.38844458902396,17/01/2025
A-614808,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,764.000,84927.0,41 m²,41.0,2,1.0,1.0,12,No,Sí,,-34.57061291173197,-58.45461809305808,07/04/2025
A-108467,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,440.000,31236.0,26,26.0,1 amb.,1.0,1.0,9,No,No,,-34.592781478843875,-58.40198762557716,08/05/2025
A-231637,PH en alquiler en San Telmo - 2 ambientes,San Telmo,PH,$ 1,,52 m²,52.0,2,,1.0,3 años,Sí,Sí,Pileta,-34.60499633725768,"-58,35830254506014",02/02/2024
A-720258,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,$ 420.000,25113.0,36,36.0,2 amb.,1.0,1.0,31,No,Sí,,-34.64847512983964,-58.40869679575494,21/01/2025
A-338896,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,477.000,60874.0,24,,1,1.0,1.0,1,No,No,,-34.59860446539633,-58.46102542370654,30/04/2025
A-650053,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,466.000,59792.0,47 m²,47.0,2,1.0,1.0,3 años,No,Sí,,-34.61434441764925,-58.44731819709016,23/08/2025
A-440735,Departamento en alquiler en San Telmo - 4 ambientes,san telmo,Departamento,1.693.000,,97,97.0,4 amb.,3.0,3.0,23,Sí,Sí,,-34.62491843924052,-58.3749960756137,25/02/2025
A-270568,Departamento en alquiler en Palermo - 1 ambientes,PALERMO,Departamento,623.000,,26,,1 amb.,1.0,1.0,15,Sí,Sí,,-34.58215302297432,-58.4056058703219,02/02/2025
A-358075,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,$ 1,98951.0,52 m²,52.0,3 amb.,2.0,1.0,4,No,Sí,,-34.57794134328938,-58.43672344070407,20/02/2024
A-706171,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,$ 1.728.000,250829.0,82 m²,82.0,4,3.0,,5,No,Sí,,-34.58943797189643,"-58,427709279272584",23/06/2024
A-796734,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,443.000,,40 m²,40.0,1 amb.,1.0,1.0,,No,No,,-34.60393795131835,-58.43629408046982,13/01/2024
A-435014,Departamento en alquiler en Flores - 4 ambientes,Flores,Departamento,1.108.000,176064.0,81,81.0,4,3.0,2.0,5 años,Sí,Sí,,-34.633889237888035,-58.470053557002565,07/11/2024
A-737119,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,444.000,29369.0,34,34.0,1,1.0,1.0,10,No,No,,-34.574237843367044,-58.454668144971855,14/08/2025
A-845120,Departamento en alquiler en Flores - 2 ambientes,FLORES,Departamento,821.000,79605.0,60 m²,60.0,2 amb.,1.0,1.0,,Sí,Sí,,-34.628051155251725,-58.45368702894289,02/06/2025
A-670172,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,$ 1000,,73 m²,73.0,3,2.0,2.0,40,Sí,No,,-34.562429798785146,-58.46566647004364,30/11/2024
A-428576,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,745.000,,42,,2 amb.,1.0,1.0,10,No,No,,-34.57310682952212,-58.37294819271451,14/04/2024
A-112970,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,324.000,,33 m²,33.0,1 amb.,1.0,1.0,9,No,No,,-34.632154643898424,-58.44081445658039,10/06/2024
A-544503,Departamento en alquiler en Colegiales - 5 ambientes,colegiales,Departamento,USD 1.123,173982.0,84 m²,84.0,5 amb.,4.0,3.0,37,No,Sí,,-34.58344237657413,-58.46450904956406,21/07/2024
A-514333,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,823.000,90060.0,43,43.0,2,,1.0,0,No,No,,-34.55163479349644,-58.452428940955414,12/12/2024
A-176590,Departamento en alquiler en Caballito - 2 ambientes,CABALLITO,Departamento,581.000,98771.0,48,48.0,2 amb.,1.0,1.0,25,No,Sí,,-34.6129590534536,-58.44361101255894,28/05/2024
A-950209,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,273.000,18555.0,35,35.0,1 amb.,1.0,1.0,13,No,No,,-34.62319384258491,-58.42335899251121,27/08/2024
A-636125,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,681.000,54965.0,52 m²,52.0,2,1.0,1.0,25 años,No,Sí,,-34.63262529686091,-58.350523612124846,04/05/2025
A-342205,Casa en alquiler en Caballito - 3 ambientes,Caballito,Casa,1.138.000,,63 m²,63.0,3 amb.,2.0,1.0,5,No,Sí,Pileta,-34.62318012498359,-58.43575537381075,14/07/2024
A-787280,Departamento en alquiler en Belgrano - 3 ambientes,BELGRANO,Departamento,$ 999999999,120652.0,57 m²,,3 amb.,2.0,1.0,16 años,No,No,Pileta,-34.564300810786335,-58.465104672977134,02/08/2025
A-534743,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,525.000,73512.0,35,,2,1.0,1.0,4,No,Sí,,-34.58344314332701,-58.443031372888406,13/10/2024
A-298105,Departamento en alquiler en Colegiales - 5 ambientes,Colegiales,Departamento,1.329.000,225373.0,98 m²,98.0,5,4.0,3.0,0,No,Sí,,-34.57802941639148,-58.429971741696534,11/04/2024
A-549721,Departamento en alquiler en Nuñez - 6 ambientes,Nunez,Departamento,USD 2.218,419079.0,121 m²,121.0,6 amb.,5.0,3.0,10 años,No,Sí,,-34.55266094902404,-58.450266960462095,23/05/2025
A-588764,PH en alquiler en San Telmo - 2 ambientes,San Telmo,PH,771.000,,74 m²,74.0,2 amb.,1.0,1.0,6,Sí,Sí,,-34.62761832189137,-58.372185880265405,24/04/2024
A-470466,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,$ 999999999,134890.0,37 m²,37.0,2,1.0,1.0,5,No,Sí,,-34.594826523702366,-58.37809656607865,27/03/2025
A-982127,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,$ 733.374.319,4619100.0,23 m²,23.0,2,1.0,1.0,5,No,No,Pileta,"-34,61610880581074",-58.40266087604737,08/12/2024
A-634177,Departamento en alquiler en Nuñez - 4 ambientes,Nuñez,Departamento,1.722.000,,100 m²,,4,,,5 años,No,Sí,,-34.54029849106832,-58.46142428701527,18/03/2024
A-593441,Departamento en alquiler en Boedo - 6 ambientes,Boedo,Departamento,$ 2.243.000,126107.0,127 m²,127.0,6 amb.,5.0,3.0,3,No,Sí,,"-34,61978189367073",-58.421601441302606,02/08/2024
A-236010,Departamento en alquiler en Villa Crespo - 1 ambientes, Villa Crespo ,Departamento,$ 886.503.816,,23 m²,,1,1.0,,45,No,No,,-34.60217899100017,-58.44882874581568,13/01/2024
A-855762,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,$ 868.000,137085.0,57 m²,57.0,3 amb.,2.0,1.0,3,No,Sí,,-34.56132381641658,-58.44055923473022,20/04/2025
A-710328,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,$ 838.000,121795.0,51 m²,51.0,2,1.0,,14,No,No,,-34.62784443270234,-58.42704481015522,27/05/2025
A-774468,Departamento en alquiler en Flores - 1 ambientes,Flores,Departamento,433.000,35390.0,36 m²,36.0,1 amb.,1.0,1.0,9,No,Sí,,-34.64104822049308,-58.47126875977132,23/02/2025
A-818894,PH en alquiler en Villa Urquiza - 3 ambientes,VILLA URQUIZA,PH,860.000,,63 m²,63.0,3,2.0,2.0,54,Sí,No,Pileta,-34.582805327393686,-58.498275013863136,11/02/2024
A-211194,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,$ 400.020.665,,41 m²,41.0,2,1.0,1.0,5,No,Sí,,-34.558350086767796,-58.43654114968972,29/08/2024
A-988605,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,1.071.000,134628.0,51,51.0,3 amb.,2.0,2.0,12 años,No,No,,-34.58629286323059,-58.45614382348682,12/10/2024
A-396134,Casa en alquiler en Recoleta - 3 ambientes,Recoleta,Casa,1.703.000,,92 m²,92.0,3,2.0,1.0,76,Sí,Sí,,-34.605009433526234,-58.38659935135407,30/05/2025
A-937872,Casa en alquiler en Palermo - 3 ambientes,Palermo,Casa,2.612.000,,90,90.0,3,2.0,,8,Sí,No,,-34.58794491442064,-58.42699952529665,13/11/2024
A-663520,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,946.000,,60,60.0,3,2.0,1.0,1,No,No,,-34.58543960564521,-58.448110369091985,10/05/2025
A-415221,Departamento en alquiler en Belgrano - 1 ambientes, Belgrano ,Departamento,$ 100,,22 m²,22.0,1,1.0,1.0,5 años,No,Sí,,-34.544481094931044,-58.447047940052016,17/01/2024
A-791654,Departamento en alquiler en Colegiales - 4 ambientes, Colegiales ,Departamento,1.512.000,,96 m²,96.0,4 amb.,3.0,2.0,18,No,Sí,,-34.59385129854097,-58.45933471186311,26/06/2025
A-913483,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,571.000,4135900.0,32 m²,32.0,2,1.0,1.0,6,No,Sí,,"-34,613175585326175",-58.39836004739859,10/08/2025
A-813123,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,766.000,,55 m²,55.0,2 amb.,1.0,1.0,2 años,Sí,Sí,,-34.62610335812096,-58.46515948404018,15/01/2025
A-357667,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,USD 613,113688.0,61,61.0,3 amb.,2.0,2.0,,No,Sí,,-34.610148329599284,"-58,44307710202954",04/12/2024
A-767929,Casa en alquiler en Palermo - 3 ambientes,Palermo,Casa,$ 1.437.000,,74 m²,74.0,3,2.0,2.0,5,Sí,No,Pileta,-34.57793579222376,-58.43087895546075,20/08/2025
A-778144,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,593.000,40866.0,57 m²,57.0,2 amb.,1.0,1.0,42 años,Sí,No,,-34.574062453210416,-58.48430463600132,19/11/2024
A-426194,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 693.000,123454.0,28,28.0,2 amb.,1.0,1.0,7,No,No,,-34.55313268648094,-58.46398918275359,20/11/2024
A-708729,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,536.000,,33 m²,33.0,2,1.0,1.0,,Sí,No,,-34.614095782852694,-58.47523441132534,07/06/2025
A-131729,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,USD 555,73585.0,37 m²,,1,1.0,1.0,37,No,Sí,,-34.56656285878113,-58.46213980954331,06/04/2025
A-616256,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,967.000,8904500.0,67,67.0,2,1.0,1.0,8,Sí,No,,-34.618960689114765,-58.45030065737048,24/02/2024
A-232021,Departamento en alquiler en Colegiales - 4 ambientes,Colegiales,Departamento,USD 1.191,224669.0,84 m²,84.0,4,3.0,2.0,17,No,Sí,,-34.58003532604328,-58.445530711446274,26/12/2024
A-125540,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,611.000,73559.0,44,,1 amb.,1.0,,4,No,Sí,,"-34,568979345325275",-58.48077047032574,15/08/2024
A-932583,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,1.056.000,,58 m²,58.0,3 amb.,2.0,1.0,35,Sí,Sí,,-34.6175206948507,-58.44757967416185,21/08/2025
A-474852,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,$ 1,125748.0,53 m²,53.0,2,1.0,1.0,7,No,Sí,Pileta,-34.58604012876495,-58.45132040109112,28/12/2024
A-214498,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,461.000,71281.0,39 m²,,2,1.0,1.0,26 años,Sí,Sí,,-34.628586812715,-58.425296507088085,13/10/2024
A-528505,Departamento en alquiler en Belgrano - 4 ambientes, Belgrano ,Departamento,1.503.000,258297.0,75 m²,75.0,4 amb.,3.0,2.0,9,Sí,No,,-34.558679802417146,-58.460737816191454,10/12/2024
A-242456,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,$ 660.000,44088.0,58 m²,58.0,2 amb.,1.0,1.0,15,Sí,Sí,,-34.647352884428614,-58.40995310246196,22/06/2024
A-386164,Departamento en alquiler en Caballito - 4 ambientes,Caballito,Departamento,1.507.000,,79,79.0,4,3.0,2.0,17,No,Sí,,-34.62878105183909,-58.42958216866543,16/05/2024
A-143059,Departamento en alquiler en Villa Crespo - 1 ambientes,VILLA CRESPO,Departamento,349.000,30311.0,30 m²,30.0,1,1.0,,15,No,Sí,,-34.603769003520455,-58.43183416931468,17/07/2024
A-928452,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,796.000,137994.0,62,,3,,1.0,68,Sí,No,,-34.55483875672463,-58.42697090382038,27/07/2025
A-319773,Departamento en alquiler en Caballito - 6 ambientes,Caballito,Departamento,2.101.000,,117 m²,117.0,6 amb.,5.0,3.0,21,No,Sí,,-34.613801909768185,-58.4406241293698,28/03/2024
A-736000,Departamento en alquiler en Flores - 1 ambientes, Flores ,Departamento,439.000,,40 m²,40.0,1,,1.0,12,No,Sí,,-34.629271194880246,-58.44641051551382,28/04/2025
A-889142,Casa en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Casa,$ 1.134.000,,68,68.0,3,2.0,2.0,43,Sí,No,,-34.59858134463492,-58.45450613067483,02/08/2024
A-220573,PH en alquiler en Flores - 3 ambientes,Flores,PH,USD 1.300,,92 m²,92.0,3,2.0,1.0,5,No,Sí,,-34.62619176970539,-58.472370198847635,20/03/2025
A-331772,PH en alquiler en Belgrano - 2 ambientes,belgrano,PH,1.870.000,,63 m²,63.0,2 amb.,1.0,1.0,24,Sí,No,Pileta,-34.55872761039448,-58.44766021365212,11/05/2025
A-411087,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,895.000,,42 m²,42.0,2,1.0,1.0,24,Sí,Sí,,-34.528469429724645,-58.46247486165872,13/12/2024
A-782938,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,973.000,,52 m²,52.0,3,2.0,1.0,12 años,No,No,,-34.586844566570036,-58.469631108402446,24/09/2024
A-849587,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,1.284.000,94496.0,72,72.0,3 amb.,2.0,1.0,4,No,Sí,,-34.61611799019802,-58.41093381687366,03/01/2025
A-557970,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,547.000,34718.0,39,39.0,2,1.0,1.0,3 años,No,Sí,,-34.56214105108064,-58.50755011509262,20/11/2024
A-473685,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,575.000,,35 m²,35.0,2 amb.,1.0,1.0,43,Sí,Sí,,-34.570311000576794,-58.45480485940296,03/10/2024
A-513046,Departamento en alquiler en Boedo - 4 ambientes,Boedo,Departamento,819.000,99144.0,64 m²,64.0,4,3.0,2.0,,Sí,No,,-34.63040898996263,-58.42878570795778,13/08/2024
A-607266,Departamento en alquiler en Flores - 4 ambientes,Flores,Departamento,1.293.000,190911.0,78 m²,78.0,4,3.0,2.0,24,Sí,Sí,,-34.60973073308292,-58.46902901822384,27/04/2024
A-995562,Departamento en alquiler en Flores - 3 ambientes,FLORES,Departamento,$ 604.000,98331.0,52 m²,52.0,3 amb.,2.0,1.0,,No,Sí,,-34.64945896983061,-58.46751202334893,17/02/2024
A-767809,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,926.000,156487.0,54 m²,54.0,2,1.0,1.0,25 años,No,Sí,,-34.582561322372655,-58.4266157291019,30/03/2025
A-495656,Departamento en alquiler en Boedo - 3 ambientes,Boedo,Departamento,419.000,,51,51.0,3 amb.,2.0,1.0,,No,No,,"-34,6161329249943",-58.430380653316845,14/05/2025
A-500112,Casa en alquiler en Colegiales - 4 ambientes,Colegiales,Casa,1.990.000,,134 m²,134.0,4 amb.,3.0,2.0,0,Sí,No,Pileta,-34.60666733289108,-58.43868945725856,07/01/2024
A-623734,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,597.000,,46 m²,,3,2.0,1.0,51,No,Sí,,-34.63111779840671,-58.4675333933643,26/04/2025
A-329431,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,877.000,,51 m²,51.0,2,1.0,,A estrenar,Sí,No,,-34.62856802823759,-58.41000701333698,05/05/2024
A-540307,Casa en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Casa,953.000,,60,,3 amb.,2.0,2.0,19,No,No,,-34.5966599990779,-58.43111247018853,23/01/2025
A-874465,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,713.000,44086.0,40 m²,40.0,1,1.0,1.0,,No,Sí,,-34.584739515367325,-58.392422246685086,30/04/2025
A-873211,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,2.393.000,19597000.0,84,84.0,3,2.0,,0,No,Sí,,-34.58154737216581,-58.404116012002476,09/08/2025
A-389274,PH en alquiler en Recoleta - 2 ambientes,recoleta,PH,1.608.000,,67 m²,,2,1.0,1.0,39,Sí,No,,-34.57500982977032,-58.42338664311222,23/06/2024
A-939286,PH en alquiler en Recoleta - 2 ambientes,Recoleta,PH,1.057.000,,50,50.0,2 amb.,1.0,1.0,18,No,No,,-34.572767824383256,"-58,410777291831025",10/09/2024
A-182816,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,USD 167,11118.0,20 m²,20.0,1,1.0,1.0,68,No,Sí,,-34.60604930932109,-58.45388554533516,23/11/2024
A-738176,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,$ 1,,73 m²,73.0,4,3.0,2.0,A estrenar,No,Sí,,"-34,57657318028103",-58.48689472669774,28/05/2025
A-359462,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,528.000,60780.0,41,41.0,1 amb.,1.0,1.0,6,No,Sí,,-34.59423157300245,-58.41883774356894,20/04/2025
A-216224,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,933.000,141511.0,51 m²,51.0,2,1.0,1.0,3,Sí,No,,-34.55834142010091,-58.460381477274524,19/07/2024
A-718507,PH en alquiler en Nuñez - 4 ambientes,Nuñez,PH,2.081.000,,106,,4 amb.,3.0,,33,Sí,No,Pileta,-34.52497430302439,-58.481343055787164,21/05/2025
A-977327,Departamento en alquiler en Caballito - 2 ambientes,CABALLITO,Departamento,719.000,110380.0,47 m²,47.0,2,1.0,1.0,24,No,No,,-34.62462571277572,-58.44879691547409,07/05/2024
A-966396,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,697.000,,37,37.0,2,1.0,1.0,3,No,No,,-34.59435214628403,-58.378364687015036,29/08/2024
A-806317,Departamento en alquiler en Villa Crespo - 2 ambientes, Villa Crespo ,Departamento,653.000,,44 m²,44.0,2,1.0,1.0,18,Sí,Sí,Pileta,-34.60086985769195,-58.437545657019896,17/10/2024
A-889602,Casa en alquiler en Flores - 5 ambientes,flores,Casa,USD 904,,100 m²,100.0,5 amb.,,2.0,45 años,No,No,,-34.61557408029563,-58.45985097276065,05/08/2024
A-125630,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,459.000,71087.0,49 m²,,2 amb.,1.0,1.0,59,Sí,Sí,,-34.63777661302997,-58.41488493182554,27/06/2024
A-774307,Casa en alquiler en Recoleta - 6 ambientes,Recoleta,Casa,3.248.000,,172,,6,5.0,4.0,5 años,Sí,No,,-34.6008142164564,-58.3934583613749,11/12/2024
A-210889,Departamento en alquiler en Belgrano - 5 ambientes,Belgrano,Departamento,1.596.000,260678.0,89 m²,89.0,5,4.0,3.0,A estrenar,Sí,Sí,,-34.55557576142583,-58.444448106749526,22/05/2024
A-152994,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,891.000,128016.0,55,55.0,3 amb.,2.0,1.0,0,Sí,No,,-34.5928835548525,-58.48602381339984,29/04/2025
A-331784,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.243.000,83436.0,69,69.0,3 amb.,2.0,1.0,62 años,No,Sí,,-34.577134253796814,-58.442903233757654,30/03/2024
A-840502,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,1.355.000,125545.0,74 m²,74.0,3,2.0,1.0,4,Sí,Sí,,-34.577789096098606,"-58,45027559080378",08/08/2024
A-254512,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,543.000,59726.0,43 m²,43.0,2 amb.,1.0,1.0,15,Sí,Sí,,-34.585986203257136,-58.4954901817662,27/05/2025
A-801134,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,805.000,,38 m²,,2,1.0,1.0,12,Sí,No,Pileta,-34.61581992369118,-58.4371041215604,04/08/2024
A-522038,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 777.000,120864.0,48 m²,,3,2.0,2.0,12,No,No,,-34.60774626755395,-58.3735259031625,09/08/2024
A-398892,Departamento en alquiler en San Telmo - 5 ambientes,San Telmo,Departamento,1.148.000,130306.0,101,101.0,5 amb.,4.0,2.0,17,No,Sí,,-34.61380799577077,-58.36843215251579,10/03/2024
A-956700,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,$ 100,137636.0,52 m²,52.0,3,2.0,1.0,7,Sí,No,,-34.56838965591178,-58.491385179471195,12/08/2024
A-691348,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,2.206.000,302988.0,96 m²,96.0,4,3.0,2.0,1,Sí,Sí,,-34.58897894829742,-58.43790801131482,21/07/2024
A-160206,Departamento en alquiler en Palermo - 3 ambientes, Palermo ,Departamento,$ 1.088.000,,64 m²,64.0,3,2.0,2.0,1,No,Sí,,-34.55885974361133,-58.42452240655061,26/05/2024
A-735553,Departamento en alquiler en Belgrano - 6 ambientes,Belgrano,Departamento,2.227.000,250796.0,134 m²,134.0,6,5.0,4.0,32 años,No,Sí,,-34.552308044243624,-58.440103176254176,24/07/2025
A-590563,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,827.000,93070.0,61 m²,61.0,2,,1.0,32,Sí,Sí,,-34.57161130896183,-58.473105184276655,01/06/2025
A-959392,Departamento en alquiler en Recoleta - 1 ambientes,RECOLETA,Departamento,503.000,68350.0,27 m²,27.0,1 amb.,1.0,1.0,18,Sí,No,,-34.58470005601558,-58.39696803501546,11/06/2024
A-273190,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,570.000,,45,45.0,2 amb.,1.0,1.0,28,No,Sí,,-34.57279117704419,-58.47972548268779,11/06/2024
