codigo,operacion,tipo_inmueble,barrio,precio_publicado,superficie,descripcion,coordenadas,publicado
AP-69843,Alquiler,departamento,Nuñez,$1.132.000/mes,81,4 ambientes. 3 dorm. 2 baños. pileta. 36 años,"-34.53076910093484,-58.47874353854439",04-02-2024
AP-82333,Alquiler,departamento,Recoleta,$960.000/mes,55,2 ambientes. 1 dorm. 1 baños. a estrenar,"-34.59111456013101,-58.386134274229356",30-07-2025
AP-71745,Alquiler,departamento,Boedo,$420.000/mes,,2 dorm. 2 baños. 26 años,,14-04-2025
AP-69323,Alquiler,departamento,Villa Urquiza,$382.000/mes,25,1 ambientes. 1 dorm. con cochera. pileta,"-34.55276842704484,-58.49248343068572",25-09-2024
AP-42857,Alquiler,departamento,Recoleta,$1.144.000/mes,49 a 59 m2,2 ambientes. 1 baños. 10 años,,20-04-2025
AP-66864,Alquiler,casa,Villa Urquiza,$1.180.000/mes,60,3 ambientes. 2 dorm. con cochera,,10-06-2024
AP-60830,Alquiler,casa,Flores,$733.000/mes,60,3 ambientes. 2 dorm. 2 baños. pileta. balcón,"-34.61867808601929,-58.45704987301047",26-02-2024
AP-48988,Alquiler,departamento,Flores,$510.000/mes,61,2 ambientes. 1 dorm. 1 baños,"-34.64149561327553,-58.4600930456295",30-08-2024
AP-41570,Alquiler,departamento,Recoleta,Consultar,37 a 47 m2,2 ambientes. 10 años,,03-06-2025
AP-64099,Alquiler,departamento,Colegiales,$1.855.000/mes,96,4 dorm. 3 baños,"-34.577497879747916,-58.469805894520455",21-04-2025
AP-16556,Alquiler,casa,San Telmo,$1.412.000/mes,113,4 ambientes. 3 dorm. con cochera. pileta,"-34.62295173147733,-58.367937002909365",06-12-2024
AP-94970,Alquiler,departamento,Recoleta,$1.761.000/mes,76,3 ambientes. 2 dorm,"-34.58675843705872,-58.40660021948312",08-09-2024
AP-54793,Alquiler,departamento,Colegiales,$903.000/mes,81,3 ambientes. 2 dorm. 1 baños. balcón,"-34.58065999265737,-58.460336356635395",05-06-2024
AP-30799,Alquiler,departamento,Palermo,Consultar,189,8 ambientes. 7 dorm. 5 baños. 6 años,,09-08-2025
AP-70800,Alquiler,departamento,Palermo,$1.890.000/mes,78,3 dorm. 2 baños. 1 años,"-34.59349777610173,-58.427968031566756",24-04-2024
AP-14972,Alquiler,departamento,Recoleta,$869.000/mes,64,2 ambientes. 1 baños,"-34.57967552664957,-58.37598606749812",14-04-2024
AP-76378,Alquiler,departamento,Villa Crespo,$511.000/mes,33,2 ambientes. 1 dorm. 1 baños. 4 años,"-34.6112359720643,-58.438282625810494",02-11-2024
AP-78535,Alquiler,departamento,Villa Urquiza,$990.000/mes,59,3 ambientes. 1 baños. a estrenar,,06-01-2025
AP-62894,Alquiler,departamento,Recoleta,$797.000/mes,36,1 dorm. con cochera. 5 años,,16-07-2025
AP-32839,Alquiler,departamento,Recoleta,$472.000/mes,,1 baños. balcón,"-34.58183910254815,-58.3848726744982",26-05-2025
AP-65992,Alquiler,departamento,Almagro,$670.000/mes,49,3 ambientes. 2 dorm. 1 baños. balcón,,17-07-2024
AP-39229,Alquiler,departamento,Colegiales,$1.310.000/mes,84,4 ambientes. 3 dorm. 2 baños. balcón,"-34.58003532604328,-58.445530711446274",04-07-2024
AP-31701,Alquiler,ph,Villa Crespo,$756.000/mes,77,3 ambientes. 2 dorm. 1 baños. con cochera,,29-10-2024
AP-10142,Alquiler,departamento,Recoleta,$1.047.000/mes,45,2 ambientes. 1 dorm. 8 años,"-34.57106738918729,-58.39986492009137",08-08-2024
AP-31882,Alquiler,departamento,San Telmo,$1.693.000/mes,97,3 dorm. con cochera. 23 años,,30-03-2024
AP-78377,Alquiler,departamento,Villa Urquiza,$698.000/mes,59 a 69 m2,4 ambientes. 3 dorm,"-34.59234011327026,-58.492986292386576",05-06-2024
AP-11489,Alquiler,departamento,Recoleta,$1.570.000/mes,65,3 ambientes. 2 dorm. 1 baños. 12 años,"-34.58552637544453,-58.39502534015982",24-04-2025
AP-11133,Alquiler,departamento,Recoleta,Consultar,39 a 49 m2,2 ambientes. balcón,,13-05-2025
AP-77283,Alquiler,departamento,Belgrano,$576.000/mes,31,1 baños,,06-04-2025
AP-32488,Alquiler,departamento,Belgrano,$922.000/mes,34,,"-34.5690028571016,-58.43434848997991",05-03-2025
AP-42179,Alquiler,departamento,Almagro,$758.000/mes,50,2 ambientes. 1 baños. 10 años,"-34.63086077094226,-58.424301354271684",04-12-2024
AP-74173,Alquiler,ph,Flores,$1.346.000/mes,66,2 ambientes. pileta. balcón,"-34.633610558574595,-58.448193048718224",03-11-2024
AP-74156,Alquiler,casa,Caballito,$1.376.000/mes,90,4 ambientes. 3 dorm. pileta. 13 años,"-34.61379841219933,-58.46406691407503",16-11-2024
AP-41560,Alquiler,departamento,Boedo,Consultar,38,1 dorm. 1 baños. balcón. 22 años,"-34.61818422146656,-58.409243596522394",05-07-2025
AP-82888,Alquiler,departamento,San Telmo,$342.000/mes,22 a 32 m2,1 ambientes. 1 dorm. 1 baños. a estrenar,"-34.61436513725681,-58.383239104074924",31-08-2024
AP-52757,Alquiler,departamento,Colegiales,$305.000/mes,24,1 ambientes. 45 años,"-34.57697256611004,-58.4609252885268",15-02-2024
AP-36858,Alquiler,departamento,Caballito,$586.000/mes,39 a 49 m2,2 ambientes. 1 dorm. 1 baños,"-34.61116824311387,-58.45365224947861",22-01-2024
AP-98234,Alquiler,departamento,Palermo,$1.258.000/mes,65 a 75 m2,3 ambientes. 2 baños. con cochera,"-34.56016887943816,-58.442217798136156",06-10-2024
AP-85783,Alquiler,departamento,Almagro,$487.000/mes,38,2 ambientes. 1 baños. balcón. 4 años,"-34.60518712099696,-58.42219021952146",24-04-2025
AP-61830,Alquiler,departamento,Villa Crespo,$586.000/mes,38 a 48 m2,2 ambientes. 1 dorm. balcón,,28-04-2025
AP-62849,Alquiler,departamento,Caballito,$842.000/mes,58 a 68 m2,2 ambientes. 1 dorm. 1 baños. balcón. 9 años,"-34.62787750852339,-58.43527759772562",15-01-2025
AP-37628,Alquiler,departamento,Villa Crespo,$386.000/mes,35,2 ambientes. 1 dorm,,20-06-2025
AP-92108,Alquiler,departamento,Villa Crespo,$631.000/mes,38,2 ambientes. 1 baños,,27-03-2025
AP-92423,Alquiler,departamento,Nuñez,Consultar,20,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. 45 años,"-34.57016010838284,-58.45263449810516",12-06-2025
AP-85520,Alquiler,departamento,Villa Urquiza,$1.101.000/mes,73,4 ambientes. 3 dorm. 2 baños. pileta. balcón,"-34.575877728513476,-58.482884883472146",05-05-2025
AP-80032,Alquiler,casa,Almagro,$1.158.000/mes,60,3 ambientes. 1 baños. a estrenar,"-34.60344023265392,-58.419763358540905",23-01-2025
AP-17031,Alquiler,departamento,San Telmo,$421.000/mes,23,2 ambientes. 1 dorm. 16 años,,11-08-2024
AP-84606,Alquiler,departamento,Belgrano,$794.000/mes,51,1 dorm. 1 baños,,30-01-2025
AP-25575,Alquiler,casa,Palermo,$1.840.000/mes,102,3 ambientes. 2 dorm. con cochera,"-34.5831176834261,-58.43664516916268",18-01-2025
AP-19716,Alquiler,departamento,Villa Urquiza,$1.273.000/mes,67,3 ambientes. 2 dorm. 2 baños. 3 años,"-34.56645097509183,-58.494472766972045",07-10-2024
AP-99124,Alquiler,ph,Boedo,$969.000/mes,68,2 dorm. con cochera. a estrenar,,16-03-2024
AP-26164,Alquiler,departamento,Belgrano,$585.000/mes,29,1 ambientes. 1 baños. a estrenar,"-34.55161783103576,-58.46037429542233",20-03-2024
AP-38407,Alquiler,ph,Villa Urquiza,$809.000/mes,50,2 ambientes. 1 dorm. con cochera. balcón. 20 años,,26-02-2024
AP-96755,Alquiler,ph,Villa Crespo,$1.474.000/mes,59,2 ambientes. 1 baños. con cochera. pileta. balcón,"-34.600566496947756,-58.43089767743931",18-05-2024
AP-14402,Alquiler,departamento,Palermo,$1.042.000/mes,,2 dorm. 1 baños. balcón. 36 años,"-34.58652621965572,-58.41267981510634",14-03-2024
AP-88124,Alquiler,ph,Nuñez,$2.610.000/mes,105,5 ambientes. 3 baños. con cochera. balcón. 2 años,"-34.53251566912594,-58.45654752019385",25-03-2024
AP-84957,Alquiler,departamento,Almagro,$816.000/mes,69,4 ambientes. 3 dorm. 3 años,"-34.599632308659054,-58.44910579478263",24-10-2024
AP-92605,Alquiler,departamento,Belgrano,$861.000/mes,63,3 ambientes. 2 dorm. 2 baños. balcón. 44 años,"-34.58026428497775,-58.47254756560346",17-12-2024
AP-12505,Alquiler,departamento,Almagro,$473.000/mes,35,2 ambientes. 1 dorm. balcón,"-34.58132995835696,-58.41528504110182",09-01-2024
AP-19835,Alquiler,departamento,Flores,$464.000/mes,32,1 ambientes. 1 dorm. balcón. 8 años,"-34.62896635579744,-58.45489543410201",24-06-2024
AP-20109,Alquiler,departamento,San Telmo,$1.517.000/mes,86,4 ambientes. 2 baños. balcón,,15-07-2025
AP-14577,Alquiler,ph,Boedo,$921.000/mes,67,3 ambientes. 1 baños. con cochera. a estrenar,"-34.637198121113805,-58.407299124531114",03-09-2024
AP-83700,Alquiler,departamento,Flores,$329.000/mes,30,1 ambientes. 1 dorm. 1 baños,,30-11-2024
AP-69981,Alquiler,departamento,Villa Crespo,$1.063.000/mes,59 a 69 m2,4 ambientes. 3 dorm. 3 baños. 4 años,"-34.59962302030531,-58.41986460251067",16-01-2024
AP-67111,Alquiler,departamento,Villa Urquiza,$599.000/mes,46,2 ambientes. 1 dorm. 1 baños. balcón. 12 años,"-34.57347434532071,-58.47191318047191",25-02-2024
AP-55699,Alquiler,departamento,San Telmo,$1.466.000/mes,97,4 ambientes. 1 baños. 19 años,"-34.62668067579686,-58.36364216917843",04-08-2025
AP-47264,Alquiler,departamento,Palermo,$446.000/mes,39,2 ambientes. 1 dorm. 1 baños. 37 años,"-34.567709826706434,-58.41777957612635",08-06-2024
AP-41644,Alquiler,ph,Colegiales,$979.000/mes,93,3 ambientes. 2 dorm. 1 baños. con cochera,"-34.57947320320279,-58.46456440149868",29-03-2024
AP-78252,Alquiler,departamento,Boedo,$257.000/mes,20,1 ambientes. 1 dorm. 1 baños. balcón,"-34.6348184668905,-58.425084427065855",07-07-2025
AP-24614,Alquiler,departamento,Villa Crespo,$628.000/mes,45,1 ambientes. 1 baños. pileta. 32 años,"-34.593810682674906,-58.43163285202133",28-02-2025
AP-47711,Alquiler,departamento,Boedo,$621.000/mes,47,2 ambientes. 1 baños. 12 años,"-34.62452275095265,-58.413743387598025",01-02-2025
AP-19115,Alquiler,departamento,Villa Crespo,$859.000/mes,39,1 dorm. 1 baños. con cochera,"-34.599095774452216,-58.42637151338038",26-06-2025
AP-82030,Alquiler,casa,Nuñez,$1.373.000/mes,60,3 ambientes. 2 dorm. 2 baños. con cochera. 10 años,"-34.54803825372281,-58.464929022082345",12-07-2025
AP-98996,Alquiler,departamento,San Telmo,$1.169.000/mes,85,,"-34.612574543767145,-58.36932239171208",23-04-2024
AP-47575,Alquiler,ph,Flores,$1.947.000/mes,158,6 ambientes. 5 dorm. 4 baños. pileta,,14-01-2024
AP-42742,Alquiler,departamento,Caballito,$454.000/mes,38,1 ambientes,"-34.609771620134694,-58.446328668739675",26-02-2025
AP-60141,Alquiler,ph,Nuñez,$1.011.000/mes,54,2 ambientes. 1 dorm. pileta. 11 años,,03-09-2024
AP-95939,Alquiler,departamento,Villa Urquiza,$624.000/mes,40,2 ambientes. 1 dorm. 1 baños. a estrenar,"-34.57927798033199,-58.499613106002286",13-01-2024
AP-95453,Alquiler,casa,Caballito,$1.401.000/mes,73,2 dorm. con cochera. pileta. 8 años,"-34.611850406295005,-58.45357513192068",01-05-2024
AP-64912,Alquiler,departamento,Belgrano,$1.333.000/mes,49 a 59 m2,2 ambientes. 1 dorm,"-34.551067076625394,-58.45778573638221",28-05-2024
AP-77350,Alquiler,departamento,Recoleta,$2.624.000/mes,90,4 ambientes. con cochera,"-34.565185711770965,-58.395727929765776",16-01-2025
AP-72941,Alquiler,departamento,Boedo,$636.000/mes,44 a 54 m2,3 ambientes. 2 dorm. 1 baños. balcón. 9 años,,04-12-2024
AP-86317,Alquiler,departamento,Almagro,$543.000/mes,48,3 ambientes. 20 años,"-34.599187323357214,-58.41487230456047",18-05-2024
AP-73644,Alquiler,departamento,Belgrano,$1.177.000/mes,61,1 dorm. 1 baños. balcón,"-34.58401282302675,-58.46456881131314",11-12-2024
AP-61530,Alquiler,ph,Colegiales,$1.143.000/mes,50,3 ambientes. con cochera. pileta. 13 años,"-34.58420667750394,-58.44874317641634",18-05-2025
AP-93950,Alquiler,casa,Villa Urquiza,$1.584.000/mes,91,3 ambientes. 2 dorm. con cochera. a estrenar,"-34.580344095127664,-58.49977903703521",05-03-2024
AP-55921,Alquiler,departamento,Caballito,$454.000/mes,42,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. 6 años,,20-07-2024
AP-53249,Alquiler,departamento,Almagro,$1.560.000/mes,73,3 ambientes. 2 dorm. 2 baños. balcón,,12-03-2025
AP-18900,Alquiler,casa,Recoleta,$1.501.000/mes,97,3 ambientes. 2 dorm. con cochera. 15 años,"-34.5668128876741,-58.386833393546176",08-02-2024
AP-44884,Alquiler,departamento,Nuñez,$938.000/mes,62,4 ambientes. 3 dorm. balcón. 28 años,,14-05-2024
AP-21228,Alquiler,departamento,San Telmo,Consultar,20,1 ambientes. 1 dorm,"-34.631801756574326,-58.37724869066622",16-07-2025
AP-64710,Alquiler,departamento,Villa Urquiza,$561.000/mes,45,2 ambientes. 1 dorm. 1 baños. balcón,"-34.58284435233383,-58.47431930106464",31-10-2024
AP-10279,Alquiler,departamento,Caballito,$1.602.000/mes,84,3 ambientes. 2 dorm. 1 baños. con cochera. 3 años,,30-01-2025
AP-80176,Alquiler,departamento,Flores,$258.000/mes,34,2 ambientes. 1 dorm. 1 baños,"-34.63501580714364,-58.44694585083843",03-01-2025
AP-25696,Alquiler,departamento,Boedo,$290.000/mes,22 a 32 m2,1 ambientes. 1 dorm. con cochera. balcón. 2 años,"-34.65412478055732,-58.41185828003338",09-07-2024
AP-95858,Alquiler,casa,Recoleta,$1.797.000/mes,85,3 ambientes. con cochera. 6 años,"-34.56155611848533,-58.396114251805315",24-02-2025
AP-57883,Alquiler,departamento,Boedo,$873.000/mes,62,3 ambientes. 2 dorm. 1 baños. con cochera,"-34.637102104036934,-58.422900171528354",19-11-2024
AP-80349,Alquiler,departamento,Colegiales,Consultar,43,1 ambientes. balcón,"-34.57832972179014,-58.43333668255729",25-02-2024
AP-57513,Alquiler,departamento,Belgrano,$675.000/mes,36,2 ambientes. 1 baños. balcón,,04-04-2024
AP-92052,Alquiler,departamento,Caballito,$464.000/mes,38,2 ambientes. 1 dorm. con cochera. pileta,,28-05-2025
AP-43681,Alquiler,departamento,Nuñez,Consultar,36,1 ambientes. 1 baños,,28-01-2025
AP-87730,Alquiler,ph,Colegiales,$1.788.000/mes,114,4 ambientes. 3 dorm. con cochera. balcón. 9 años,"-34.5583838886514,-58.427281818194544",19-07-2025
AP-12159,Alquiler,departamento,Villa Crespo,$286.000/mes,21,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,"-34.606800434156405,-58.4451801742283",21-06-2025
AP-54573,Alquiler,departamento,Boedo,$288.000/mes,28,Con cochera. a estrenar,"-34.606398403515165,-58.41681678942068",10-02-2025
AP-71645,Alquiler,departamento,Villa Crespo,$1.870.000/mes,,5 ambientes. 6 años,"-34.570923643817025,-58.43925211835531",28-07-2024
AP-23074,Alquiler,departamento,Caballito,$706.000/mes,65,2 ambientes,"-34.63106309710154,-58.45605210333163",08-08-2025
AP-14796,Alquiler,departamento,Palermo,$1.919.000/mes,101,4 ambientes. 2 baños. balcón. 41 años,"-34.5959880367083,-58.415033632746976",21-04-2024
AP-26765,Alquiler,ph,Palermo,$2.429.000/mes,98,A estrenar,"-34.579661994326095,-58.41602295663308",29-07-2025
AP-10323,Alquiler,departamento,Palermo,$608.000/mes,30,1 ambientes. 1 dorm. 1 baños. balcón,,06-08-2025
AP-48701,Alquiler,departamento,Villa Crespo,$493.000/mes,37,1 ambientes. 1 dorm. 1 baños. balcón,,26-06-2025
AP-17716,Alquiler,departamento,Almagro,$1.560.000/mes,73,3 ambientes. 2 dorm. 2 baños. con cochera. balcón. 2 años,,12-11-2024
AP-44502,Alquiler,departamento,Flores,$252.000/mes,35,2 ambientes. 1 dorm. 1 baños. con cochera,,13-01-2024
AP-22340,Alquiler,departamento,Belgrano,$1.643.000/mes,85 a 95 m2,3 dorm. 2 baños. balcón,"-34.563254022614046,-58.463976500354335",15-06-2024
AP-96182,Alquiler,departamento,Recoleta,$1.687.000/mes,89 a 99 m2,4 ambientes. balcón,"-34.59023813811323,-58.38947598239043",24-04-2025
AP-74136,Alquiler,departamento,Colegiales,$593.000/mes,50,2 ambientes. 1 dorm. 1 baños. 5 años,,18-02-2024
AP-33471,Alquiler,departamento,Nuñez,$974.000/mes,54,1 dorm. a estrenar,"-34.548928424291326,-58.447241962554905",27-01-2024
AP-38517,Alquiler,ph,Belgrano,$815.000/mes,40,1 dorm. con cochera. balcón. a estrenar,"-34.55852514269375,-58.48231605911759",30-03-2024
AP-81093,Alquiler,departamento,Almagro,$551.000/mes,42,1 ambientes. 4 años,,05-04-2024
AP-46066,Alquiler,departamento,Villa Crespo,$603.000/mes,48,3 ambientes. 2 dorm. 1 baños. a estrenar,,14-04-2025
AP-48769,Alquiler,departamento,Caballito,Consultar,25,1 ambientes. 1 dorm. 1 baños. balcón,,31-01-2024
AP-15263,Alquiler,departamento,Flores,$732.000/mes,63,4 ambientes. 2 baños. balcón. 4 años,"-34.62519191520298,-58.450931359267415",26-08-2024
AP-35521,Alquiler,casa,Villa Crespo,$3.901.000/mes,177,Con cochera,"-34.566589602365404,-58.43891422803942",26-10-2024
AP-80325,Alquiler,departamento,Caballito,$301.000/mes,20,1 ambientes. 1 baños. balcón,"-34.62867190542542,-58.44489271627089",17-12-2024
AP-14038,Alquiler,departamento,San Telmo,$208.000/mes,25,1 baños,"-34.63236126986992,-58.37391109380421",26-01-2025
AP-21573,Alquiler,departamento,Flores,$340.000/mes,35,1 ambientes. 1 baños,"-34.62781165264069,-58.451969083193106",27-06-2024
AP-64780,Alquiler,ph,Boedo,$2.449.000/mes,124,5 ambientes. pileta,"-34.61378892025765,-58.40532607726018",21-01-2025
AP-79996,Alquiler,casa,Belgrano,$2.041.000/mes,108,3 ambientes. 2 dorm. 2 baños. con cochera. 3 años,,08-04-2025
AP-26254,Alquiler,departamento,Boedo,$507.000/mes,34,1 ambientes. 1 dorm. con cochera,,29-01-2024
AP-41830,Alquiler,departamento,Caballito,$837.000/mes,47,2 ambientes. 1 dorm. balcón,"-34.603154923724276,-58.44744130560838",13-05-2025
AP-54957,Alquiler,departamento,Palermo,$608.000/mes,30,1 ambientes. balcón. 5 años,"-34.59650462583597,-58.41756828102326",20-04-2025
AP-14113,Alquiler,departamento,Flores,Consultar,33,2 ambientes. 1 dorm. con cochera. balcón. 15 años,,04-12-2024
AP-94765,Alquiler,departamento,Flores,$513.000/mes,53,1 dorm. balcón,,23-07-2024
AP-68874,Alquiler,departamento,San Telmo,$458.000/mes,43,1 dorm. 25 años,"-34.61227264748876,-58.37219288663395",16-06-2025
AP-24683,Alquiler,ph,Flores,$1.219.000/mes,108,5 ambientes. 4 dorm. 3 baños. con cochera. 6 años,,19-03-2025
AP-50226,Alquiler,departamento,Palermo,$2.099.000/mes,114,6 ambientes. 5 dorm. 3 baños. 14 años,"-34.5742035176472,-58.44534794427983",18-01-2025
AP-72322,Alquiler,departamento,Belgrano,$947.000/mes,49,2 ambientes. balcón. 5 años,"-34.56352876330764,-58.452306592608586",22-02-2024
AP-99958,Alquiler,departamento,Villa Crespo,$675.000/mes,50,1 dorm. 1 baños,"-34.61180279115408,-58.45587354608075",18-05-2025
AP-26977,Alquiler,departamento,Boedo,$541.000/mes,33 a 43 m2,2 ambientes. 1 dorm. 1 baños. balcón,,11-04-2024
AP-96130,Alquiler,departamento,Nuñez,$2.487.000/mes,103,5 ambientes. 4 dorm. 4 baños. balcón. 13 años,"-34.53000010847157,-58.447357938305046",17-04-2025
AP-30660,Alquiler,departamento,Recoleta,$1.448.000/mes,68,3 ambientes. 2 baños. 20 años,"-34.58063531344784,-58.39300571914763",01-05-2025
AP-42153,Alquiler,departamento,Colegiales,$498.000/mes,24,1 ambientes. 1 dorm,,05-03-2025
AP-60535,Alquiler,ph,San Telmo,$1.885.000/mes,109,2 baños. con cochera. 13 años,"-34.630324146949455,-58.39297010305908",03-06-2025
AP-52533,Alquiler,departamento,Recoleta,$393.000/mes,20,1 dorm. 18 años,"-34.58930488435629,-58.388113349645174",24-02-2024
AP-47820,Alquiler,ph,Almagro,$1.435.000/mes,97,4 ambientes. 3 dorm. 2 baños. con cochera. pileta,"-34.624811878475526,-58.41950709782925",26-06-2025
AP-57968,Alquiler,departamento,Belgrano,$1.212.000/mes,49,1 dorm. con cochera. 25 años,"-34.574247931532746,-58.44285847601623",10-09-2024
AP-44627,Alquiler,departamento,Almagro,$878.000/mes,53,2 ambientes. 1 dorm. 1 baños,"-34.6287796867213,-58.42721064611025",30-06-2024
AP-47449,Alquiler,departamento,San Telmo,$328.000/mes,15 a 25 m2,1 ambientes. 1 baños. balcón,,27-03-2025
AP-22459,Alquiler,departamento,San Telmo,$467.000/mes,36 a 46 m2,2 dorm. 1 baños,"-34.62429127768329,-58.37588658689057",21-01-2025
AP-40603,Alquiler,casa,Belgrano,$1.284.000/mes,62,3 ambientes. 1 baños. pileta. balcón,,22-10-2024
AP-19515,Alquiler,ph,Nuñez,$1.436.000/mes,87,3 ambientes. 2 dorm. 1 baños. con cochera. 28 años,"-34.544816915951074,-58.467731815769774",10-03-2025
AP-77215,Alquiler,departamento,Recoleta,$286.000/mes,26 a 36 m2,1 ambientes,"-34.60256156032184,-58.38183018034376",09-09-2024
AP-90155,Alquiler,departamento,Flores,$604.000/mes,46,2 baños. con cochera. balcón. a estrenar,"-34.630731214757475,-58.46836221977712",28-07-2025
AP-73301,Alquiler,ph,Belgrano,Consultar,44,2 ambientes. 1 dorm. 1 baños. balcón,"-34.57469759339272,-58.461823358053664",05-01-2024
AP-61231,Alquiler,ph,San Telmo,$948.000/mes,78 a 88 m2,3 ambientes. 2 baños. con cochera,"-34.62331882745932,-58.3689404074488",11-06-2024
AP-48676,Alquiler,departamento,Recoleta,$1.880.000/mes,93,4 ambientes. 3 dorm. 2 baños. 10 años,,15-08-2024
AP-33748,Alquiler,ph,San Telmo,$928.000/mes,61,2 ambientes. 1 dorm. 1 baños. con cochera. pileta. balcón,"-34.62085023153417,-58.36788418790369",01-08-2024
AP-72012,Alquiler,departamento,Villa Crespo,Consultar,,1 dorm,,09-07-2024
AP-60498,Alquiler,departamento,Villa Urquiza,$832.000/mes,37,1 ambientes. 1 dorm. 1 baños. 4 años,,05-02-2025
AP-58177,Alquiler,casa,Flores,Consultar,60,3 ambientes. 1 baños,"-34.64398122788465,-58.48346878196107",30-05-2024
AP-65190,Alquiler,departamento,Almagro,$758.000/mes,50,1 dorm. 1 baños. con cochera. 7 años,"-34.60387420688207,-58.410448188897824",29-03-2025
AP-21055,Alquiler,departamento,Villa Urquiza,$763.000/mes,55,3 ambientes. 2 dorm. 1 baños,,03-12-2024
